city_town,ward,precinct,receiver,votes,office,district
Amesbury,-,5,Trump/ Pence,675,President,
Amesbury,-,5,Johnson/ Weld,90,President,
Amesbury,-,5,Stein/ Baraka,22,President,
Amesbury,-,5,Mcmullin/ Johnson,0,President,
Amesbury,-,5,Kotlikoff/ Leamer,0,President,
Amesbury,-,5,Feegbeh/ O'Brien,0,President,
Amesbury,-,5,Moorehead/ Lilly,0,President,
Amesbury,-,5,Schoenke/ Mitchel,0,President,
Amesbury,-,5,All Others,32,President,
Amesbury,-,5,No Preference,0,President,
Amesbury,-,5,Blanks,31,President,
Amesbury,-,5,Total Votes Cast,1595,President,
Amesbury,-,6,Clinton/ Kaine,833,President,
Amesbury,-,6,Trump/ Pence,430,President,
Amesbury,-,6,Johnson/ Weld,80,President,
Amesbury,-,6,Stein/ Baraka,28,President,
Amesbury,-,6,Mcmullin/ Johnson,1,President,
Amesbury,-,6,Kotlikoff/ Leamer,0,President,
Amesbury,-,6,Feegbeh/ O'Brien,0,President,
Amesbury,-,6,Moorehead/ Lilly,0,President,
Amesbury,-,6,Schoenke/ Mitchel,0,President,
Amesbury,-,6,All Others,24,President,
Amesbury,-,6,No Preference,0,President,
Amesbury,-,6,Blanks,16,President,
Amesbury,-,6,Total Votes Cast,1412,President,
Amherst,-,1,Clinton/ Kaine,955,President,
Amherst,-,1,Trump/ Pence,101,President,
Amherst,-,1,Johnson/ Weld,37,President,
Amherst,-,1,Stein/ Baraka,79,President,
Amherst,-,1,Mcmullin/ Johnson,0,President,
Amherst,-,1,Kotlikoff/ Leamer,0,President,
Amherst,-,1,Feegbeh/ O'Brien,0,President,
Amherst,-,1,Moorehead/ Lilly,0,President,
Amherst,-,1,Schoenke/ Mitchel,0,President,
Amherst,-,1,All Others,21,President,
Amherst,-,1,No Preference,0,President,
Amherst,-,1,Blanks,10,President,
Amherst,-,1,Total Votes Cast,1203,President,
Amherst,-,10,Clinton/ Kaine,1222,President,
Amherst,-,10,Trump/ Pence,154,President,
Amherst,-,10,Johnson/ Weld,69,President,
Amherst,-,10,Stein/ Baraka,54,President,
Amherst,-,10,Mcmullin/ Johnson,0,President,
Amherst,-,10,Kotlikoff/ Leamer,0,President,
Amherst,-,10,Feegbeh/ O'Brien,0,President,
Amherst,-,10,Moorehead/ Lilly,0,President,
Amherst,-,10,Schoenke/ Mitchel,0,President,
Amherst,-,10,All Others,24,President,
Amherst,-,10,No Preference,0,President,
Amherst,-,10,Blanks,10,President,
Amherst,-,10,Total Votes Cast,1533,President,
Amherst,-,2,Clinton/ Kaine,1409,President,
Amherst,-,2,Trump/ Pence,143,President,
Amherst,-,2,Johnson/ Weld,51,President,
Amherst,-,2,Stein/ Baraka,83,President,
Amherst,-,2,Mcmullin/ Johnson,0,President,
Amherst,-,2,Kotlikoff/ Leamer,0,President,
Amherst,-,2,Feegbeh/ O'Brien,0,President,
Amherst,-,2,Moorehead/ Lilly,0,President,
Amherst,-,2,Schoenke/ Mitchel,0,President,
Amherst,-,2,All Others,34,President,
Amherst,-,2,No Preference,0,President,
Amherst,-,2,Blanks,11,President,
Amherst,-,2,Total Votes Cast,1731,President,
Amherst,-,3,Clinton/ Kaine,908,President,
Amherst,-,3,Trump/ Pence,125,President,
Amherst,-,3,Johnson/ Weld,56,President,
Amherst,-,3,Stein/ Baraka,37,President,
Amherst,-,3,Mcmullin/ Johnson,4,President,
Amherst,-,3,Kotlikoff/ Leamer,0,President,
Amherst,-,3,Feegbeh/ O'Brien,0,President,
Amherst,-,3,Moorehead/ Lilly,0,President,
Amherst,-,3,Schoenke/ Mitchel,0,President,
Amherst,-,3,All Others,14,President,
Amherst,-,3,No Preference,0,President,
Amherst,-,3,Blanks,10,President,
Amherst,-,3,Total Votes Cast,1154,President,
Amherst,-,4,Clinton/ Kaine,910,President,
