city_town,ward,precinct,Maura Healey,Geoff Diehl,Kevin Reed,All Others,Blanks,Total Votes Cast
Southwick,-,2,466,684,27,0,7,1184
Southwick,-,3,563,825,27,0,16,1431
Spencer,-,1,488,564,16,5,9,1082
Spencer,-,2,440,476,24,2,8,950
Spencer,-,3,474,689,30,1,7,1201
Spencer,-,4,586,610,25,3,11,1235
Springfield,1,A,205,41,10,0,9,265
Springfield,1,B,211,74,4,1,4,294
Springfield,1,C,140,23,3,0,6,172
Springfield,1,C1,16,4,0,0,1,21
Springfield,1,D,163,25,1,0,3,192
Springfield,1,D1,39,12,0,0,3,54
Springfield,1,E,152,44,4,0,5,205
Springfield,1,F,221,44,5,1,5,276
Springfield,1,G,166,46,5,0,4,221
Springfield,1,H,326,60,13,0,5,404
Springfield,2,A,200,90,1,0,8,299
Springfield,2,B,394,176,16,1,21,608
Springfield,2,C,209,90,4,0,5,308
Springfield,2,D,347,132,10,0,12,501
Springfield,2,E,318,173,11,0,8,510
Springfield,2,F,335,131,9,0,5,480
Springfield,2,G,376,199,11,1,14,601
Springfield,2,H,392,190,11,0,8,601
Springfield,3,A,193,42,2,0,1,238
Springfield,3,B,174,36,6,1,8,225
Springfield,3,C,157,44,3,0,1,205
Springfield,3,D,184,38,6,0,3,231
Springfield,3,E,104,32,0,1,4,141
Springfield,3,F,146,52,8,0,6,212
Springfield,3,G,120,36,6,0,3,165
Springfield,3,H,151,64,5,1,4,225
Springfield,4,A,433,73,8,1,7,522
Springfield,4,B,231,31,5,0,8,275
Springfield,4,C,191,27,2,0,4,224
Springfield,4,D,200,35,2,0,3,240
Springfield,4,E,212,21,4,0,4,241
Springfield,4,F,84,11,0,0,4,99
Springfield,4,G,286,56,11,0,9,362
Springfield,4,H,297,35,3,1,4,340
Springfield,5,A,361,64,5,0,5,435
Springfield,5,B,414,125,8,1,5,553
Springfield,5,C,289,160,4,0,6,459
Springfield,5,C1,7,4,0,0,0,11
Springfield,5,D,499,319,23,1,10,852
Springfield,5,E,482,110,12,2,8,614
Springfield,5,F,508,167,9,2,22,708
Springfield,5,G,520,330,17,2,5,874
Springfield,5,H,410,208,8,1,11,638
Springfield,6,A,271,80,6,0,5,362
Springfield,6,B,457,149,15,2,11,634
Springfield,6,C,324,159,7,0,3,493
Springfield,6,D,512,285,10,0,17,824
Springfield,6,D1,23,11,0,0,0,34
Springfield,6,E,202,59,5,0,7,273
Springfield,6,F,252,62,6,0,5,325
Springfield,6,G,335,132,18,1,8,494
Springfield,6,H,413,206,14,0,6,639
Springfield,7,A,439,252,12,0,13,716
Springfield,7,A1,19,4,2,0,0,25
Springfield,7,B,601,328,14,2,15,960
Springfield,7,B1,4,2,0,0,0,6
Springfield,7,C,555,318,14,1,9,897
Springfield,7,D,410,272,10,0,11,703
Springfield,7,E,261,119,8,1,9,398
Springfield,7,F,603,312,14,0,20,949
Springfield,7,G,566,382,12,1,16,977
Springfield,7,H,240,126,5,0,8,379
Springfield,7,H1,41,29,1,1,1,73
Springfield,8,A,317,206,9,1,6,539
Springfield,8,B,339,134,9,0,1,483
Springfield,8,B1,24,21,0,0,1,46
Springfield,8,C,346,120,12,0,11,489
Springfield,8,D,184,72,8,0,1,265
Springfield,8,E,190,80,8,0,2,280
Springfield,8,F,293,146,7,1,5,452
Springfield,8,G,303,177,8,0,8,496
Springfield,8,G1,6,8,0,0,0,14
Springfield,8,H,334,116,7,0,12,469
Sterling,-,1,1020,989,28,1,13,2051
Sterling,-,2,1060,1024,32,1,13,2130
Stockbridge,,,853,191,13,1,11,1069
Stoneham,-,1,841,464,16,0,9,1330
Stoneham,-,2,915,490,19,0,12,1436
Stoneham,-,3,936,648,24,2,21,1631
Stoneham,-,4,799,578,20,3,17,1417
Stoneham,-,5,898,656,18,1,11,1584
Stoneham,-,6,1063,601,22,2,22,1710
Stoneham,-,7,811,529,16,1,8,1365
Stoughton,-,1,775,448,21,0,11,1255
Stoughton,-,2,710,419,17,0,15,1161
Stoughton,-,2A,113,46,0,0,3,162
Stoughton,-,3,873,473,12,1,17,1376
Stoughton,-,4,925,636,24,0,13,1598
Stoughton,-,4A,66,34,3,0,0,103
Stoughton,-,5,680,455,10,0,6,1151
Stoughton,-,5A,48,47,1,0,0,96
Stoughton,-,6,909,476,24,0,15,1424
Stoughton,-,7,795,410,22,3,7,1237
Stoughton,-,7A,48,12,0,0,0,60
Stoughton,-,8,538,277,12,1,9,837
Stoughton,-,8A,30,28,1,0,0,59
Stow,-,1,1346,575,40,6,17,1984
Stow,-,2,1377,479,28,1,25,1910
Sturbridge,-,1,776,617,33,1,4,1431
Sturbridge,-,2,791,677,35,1,13,1517
Sturbridge,-,3,746,605,38,0,8,1397
Sudbury,-,1,1162,390,25,0,17,1594
Sudbury,-,2,1188,347,24,0,19,1578
Sudbury,-,3,995,389,11,0,13,1408
Sudbury,-,4,1126,378,19,0,8,1531
Sudbury,-,5,1063,383,23,0,21,1490
Sudbury,-,6,1145,374,22,0,8,1549
Sunderland,,,1048,301,25,1,9,1384
Sutton,-,1,731,823,29,3,7,1593
Sutton,-,2,653,817,25,1,11,1507
Sutton,-,3,723,737,28,0,11,1499
Swampscott,-,1,725,320,15,0,6,1066
Swampscott,-,2,703,364,19,1,13,1100
Swampscott,-,3,913,233,13,7,9,1175
Swampscott,-,4,954,309,14,6,11,1294
Swampscott,-,5,854,360,18,2,14,1248
Swampscott,-,6,858,316,15,7,14,1210
Swansea,-,1,580,751,19,2,11,1363
Swansea,-,2,726,604,18,3,10,1361
Swansea,-,3,720,623,24,1,12,1380
Swansea,-,4,660,729,22,2,6,1419
Swansea,-,5,640,761,20,2,6,1429
Taunton,1,A,494,315,22,0,18,849
Taunton,1,A1,32,7,1,0,1,41
Taunton,1,B,629,652,32,0,14,1327
Taunton,2,A,292,165,9,0,8,474
Taunton,2,B,425,286,22,0,14,747
Taunton,3,A,537,374,20,0,19,950
Taunton,3,B,644,545,18,0,12,1219
Taunton,4,A,582,609,21,0,15,1227
Taunton,4,B,610,499,19,0,16,1144
Taunton,4,B1,11,16,0,0,1,28
Taunton,5,A,450,310,20,1,17,798
Taunton,5,B,418,283,16,0,13,730
Taunton,6,A,423,281,14,0,14,732
Taunton,6,B,550,408,13,0,12,983
Taunton,7,A,714,571,23,0,11,1319
Taunton,7,B,711,777,20,1,18,1527
Taunton,8,A,743,602,16,0,26,1387
Taunton,8,B,785,666,27,2,16,1496
Templeton,-,A,499,678,19,1,6,1203
Templeton,-,B,445,541,16,0,14,1016
Templeton,-,C,459,464,16,0,5,944
Tewksbury,-,1,761,679,23,2,11,1476
Tewksbury,-,2,899,821,32,3,7,1762
Tewksbury,-,3,744,781,32,3,11,1571
Tewksbury,-,4,840,698,24,4,11,1577
Tewksbury,-,5,767,714,26,1,17,1525
Tewksbury,-,5A,163,77,4,0,1,245
Tewksbury,-,6,760,838,21,2,10,1631
Tewksbury,-,7,962,944,21,2,8,1937
Tewksbury,-,8,877,798,24,3,5,1707
Tisbury,,,1575,419,33,0,14,2041
Tolland,,,96,144,5,0,4,249
Topsfield,-,1,960,744,27,1,22,1754
Topsfield,-,2,932,639,26,3,8,1608
Townsend,-,1,572,709,28,0,15,1324
Townsend,-,2,639,654,21,0,16,1330
Townsend,-,3,661,646,20,3,12,1342
Truro,,,1164,300,19,0,7,1490
Tyngsborough,-,1,672,633,19,0,11,1335
Tyngsborough,-,2,616,589,19,0,11,1235
Tyngsborough,-,3,626,500,24,0,8,1158
Tyngsborough,-,4,849,726,21,0,14,1610
Tyringham,,,178,58,7,0,2,245
Upton,-,1,794,493,25,1,10,1323
Upton,-,2,794,580,23,1,13,1411
Upton,-,3,659,513,20,0,21,1213
Uxbridge,-,1,680,791,28,1,14,1514
Uxbridge,-,1A,57,81,4,0,2,144
Uxbridge,-,2,680,668,24,0,8,1380
Uxbridge,-,3,713,778,31,1,13,1536
Uxbridge,-,4,780,774,35,1,11,1601
Wakefield,-,1,836,777,17,1,14,1645
Wakefield,-,2,952,579,22,0,17,1570
Wakefield,-,3,1051,742,33,6,12,1844
Wakefield,-,4,966,535,20,3,15,1539
Wakefield,-,5,1160,640,16,1,15,1832
Wakefield,-,6,1286,657,22,2,27,1994
Wakefield,-,7,1085,725,21,6,18,1855
Wales,,,284,458,12,1,4,759
Walpole,-,1,853,524,22,0,10,1409
Walpole,-,2,849,735,23,0,15,1622
Walpole,-,2A,12,16,0,0,0,28
Walpole,-,3,1036,733,38,0,20,1827
Walpole,-,4,716,484,16,0,15,1231
Walpole,-,5,659,527,21,0,19,1226
Walpole,-,5A,29,42,3,0,0,74
Walpole,-,6,894,628,25,0,12,1559
Walpole,-,7,842,679,34,0,17,1572
Walpole,-,8,812,726,21,0,19,1578
Waltham,1,1,1019,464,29,0,20,1532
Waltham,1,2,954,571,27,2,14,1568
Waltham,1,2A,5,10,0,0,0,15
Waltham,2,1,972,448,19,1,12,1452
Waltham,2,2,726,222,19,1,9,977
Waltham,3,1,935,619,26,3,10,1593
Waltham,3,2,998,449,17,1,21,1486
Waltham,3,2A,16,14,0,0,0,30
Waltham,4,1,987,502,26,3,20,1538
Waltham,4,1A,19,6,0,0,1,26
Waltham,4,2,168,89,3,0,4,264
Waltham,5,1,753,342,18,0,12,1125
Waltham,5,2,540,140,14,1,6,701
Waltham,5,2A,102,18,2,0,2,124
Waltham,6,1,818,230,21,2,13,1084
Waltham,6,2,466,165,7,0,10,648
Waltham,6,2A,107,34,3,0,2,146
Waltham,7,1,997,403,20,0,19,1439
Waltham,7,2,342,79,6,2,5,434
Waltham,8,1,821,195,20,0,7,1043
Waltham,8,2,837,238,18,0,7,1100
Waltham,8,2A,11,0,0,0,0,11
Waltham,9,1,649,138,9,1,5,802
Waltham,9,2,586,161,18,1,5,771
Ware,-,A,481,369,21,0,6,877
Ware,-,B,455,581,27,0,9,1072
Ware,-,C,668,761,25,0,10,1464
Wareham,-,1,786,641,27,1,11,1466
Wareham,-,2,894,706,27,0,4,1631
Wareham,-,3,842,677,34,2,4,1559
Wareham,-,4,766,652,28,1,12,1459
Wareham,-,5,772,767,27,2,6,1574
Wareham,-,6,664,629,19,1,9,1322
Warren,-,A,564,743,34,0,13,1354
Warren,-,B,199,232,13,0,5,449
Warwick,,,273,121,7,0,2,403
Washington,,,182,91,5,1,6,285
Watertown,-,1,718,219,11,0,10,958
Watertown,-,2,882,214,13,2,5,1116
Watertown,-,3,1051,193,17,0,14,1275
Watertown,-,4,1226,217,15,3,17,1478
Watertown,-,5,758,146,9,0,8,921
Watertown,-,6,864,164,20,0,14,1062
Watertown,-,7,986,291,17,1,11,1306
Watertown,-,8,1001,230,12,0,13,1256
Watertown,-,9,771,199,14,1,12,997
Watertown,-,10,931,299,23,0,13,1266
Watertown,-,11,875,347,20,1,9,1252
Watertown,-,12,835,300,18,4,8,1165
Wayland,-,1,1418,382,24,3,17,1844
Wayland,-,2,1208,372,26,1,13,1620
Wayland,-,3,1166,335,19,2,23,1545
Wayland,-,4,1374,433,25,1,22,1855
Webster,-,1,296,274,15,1,0,586
Webster,-,1A,122,114,10,3,0,249
Webster,-,2,316,246,18,2,3,585
Webster,-,3,483,490,20,1,6,1000
Webster,-,4,736,934,27,0,15,1712
Webster,-,5,604,572,17,2,9,1204
Wellesley,-,A,1172,418,33,3,25,1651
Wellesley,-,B,1294,435,33,0,19,1781
Wellesley,-,C,1091,665,34,0,35,1825
Wellesley,-,D,1269,367,28,0,19,1683
Wellesley,-,E,1115,419,21,0,17,1572
Wellesley,-,F,760,266,9,0,26,1061
Wellesley,-,G,662,166,8,0,3,839
Wellesley,-,H,1204,480,25,0,25,1734
Wellfleet,,,1568,416,36,1,11,2032
Wendell,,,390,81,9,0,4,484
Wenham,-,1,460,268,5,0,7,740
Wenham,-,1A,803,397,24,2,9,1235
W. Boylston,-,1,903,682,26,3,8,1622
W. Boylston,-,2,1055,808,47,4,12,1926
W. Bridgewater,-,1,705,862,30,0,14,1611
W. Bridgewater,-,2,746,884,23,0,15,1668
W. Brookfield,,,840,863,34,1,11,1749
W. Newbury,,,1626,894,54,2,10,2586
W. Springfield,-,1,204,161,6,0,4,375
W. Springfield,-,2,323,216,11,0,6,556
W. Springfield,-,3,535,398,21,2,10,966
W. Springfield,-,4,598,432,19,0,14,1063
W. Springfield,-,5,817,757,26,1,25,1626
W. Springfield,-,6,703,735,16,1,16,1471
W. Springfield,-,7,677,730,21,1,15,1444
W. Springfield,-,8,567,457,19,0,14,1057
W. Stockbridge,,,590,129,16,0,15,750
W. Tisbury,,,1472,272,16,1,12,1773
Westborough,-,1,696,205,13,0,12,926
Westborough,-,2,647,288,13,0,8,956
Westborough,-,3,775,321,12,0,10,1118
Westborough,-,4,697,318,19,0,12,1046
Westborough,-,5,1166,575,27,0,17,1785
Westborough,-,6,1263,549,36,3,18,1869
Westfield,1,A,755,760,21,0,17,1553
Westfield,1,B,622,722,18,0,10,1372
Westfield,2,A,320,198,14,0,6,538
Westfield,2,A1,24,16,0,0,0,40
Westfield,2,B,505,401,17,0,12,935
Westfield,3,A,388,283,22,0,4,697
Westfield,3,B,673,522,33,0,14,1242
Westfield,4,A,258,357,11,0,5,631
Westfield,4,B,803,772,30,0,20,1625
Westfield,5,A,746,843,24,2,17,1632
Westfield,5,B,671,837,29,0,22,1559
Westfield,6,A,603,708,18,0,10,1339
Westfield,6,B,465,555,26,0,3,1049
Westfield,6,B1,27,46,1,0,3,77
Westford,-,1,920,533,17,1,19,1490
Westford,-,2,927,509,26,1,13,1476
Westford,-,3,1102,596,28,1,13,1740
Westford,-,4,1040,511,29,3,10,1593
Westford,-,5,1017,575,24,0,19,1635
Westford,-,6,987,611,20,1,18,1637
Westford,-,7,1179,543,24,2,11,1759
Westhampton,,,626,321,16,0,11,974
Westminster,-,1,640,652,20,0,2,1314
Westminster,-,2,498,504,15,0,12,1029
Westminster,-,2A,172,197,5,0,1,375
Westminster,-,3,645,554,24,0,4,1227
Weston,-,1,1016,397,23,2,14,1452
Weston,-,2,847,391,18,1,15,1272
Weston,-,3,755,365,28,4,14,1166
Weston,-,4,802,430,26,2,26,1286
Westport,-,A,642,691,22,0,15,1370
Westport,-,B,994,820,27,0,26,1867
Westport,-,C,590,702,25,0,14,1331
Westport,-,D,632,663,21,0,15,1331
Westport,-,E,973,788,44,0,19,1824
Westwood,-,1,1092,495,26,11,12,1636
Westwood,-,2,983,583,28,4,21,1619
Westwood,-,3,955,527,19,1,18,1520
Westwood,-,4,759,582,35,1,11,1388
Westwood,-,5,1027,607,20,2,32,1688
Weymouth,-,1,753,491,16,1,11,1272
Weymouth,-,2,907,669,16,1,18,1611
Weymouth,-,3,813,680,23,2,8,1526
Weymouth,-,4,732,543,15,1,19,1310
Weymouth,-,5,742,415,24,5,7,1193
Weymouth,-,6,910,597,16,0,20,1543
Weymouth,-,7,602,432,19,0,8,1061
Weymouth,-,8,728,535,18,1,12,1294
Weymouth,-,9,534,397,12,1,10,954
Weymouth,-,9A,165,166,4,0,3,338
Weymouth,-,10,625,419,12,0,10,1066
Weymouth,-,11,568,388,16,0,4,976
Weymouth,-,12,834,630,15,1,8,1488
Weymouth,-,13,485,336,12,0,7,840
Weymouth,-,14,864,558,28,1,18,1469
Weymouth,-,15,817,714,17,0,17,1565
Weymouth,-,16,905,706,21,6,12,1650
Weymouth,-,17,605,433,14,1,9,1062
Weymouth,-,18,716,352,18,3,10,1099
Whately,,,590,296,7,1,6,900
Whitman,-,1,866,856,26,1,11,1760
Whitman,-,2,654,784,25,2,9,1474
Whitman,-,3,721,792,22,2,12,1549
Whitman,-,4,743,729,24,5,18,1519
Wilbraham,-,A,893,773,18,0,14,1698
Wilbraham,-,B,771,743,17,3,17,1551
Wilbraham,-,C,789,859,27,3,18,1696
Wilbraham,-,D,878,866,19,3,22,1788
Williamsburg,,,1162,255,29,1,6,1453
Williamstown,-,1,1022,176,15,1,8,1222
Williamstown,-,2,299,33,7,0,2,341
Williamstown,-,3,1129,207,16,1,8,1361
Wilmington,-,1,963,825,22,1,8,1819
Wilmington,-,2,898,820,22,0,24,1764
Wilmington,-,3,864,776,25,2,14,1681
Wilmington,-,4,928,822,20,0,9,1779
Wilmington,-,5,859,733,29,3,16,1640
Wilmington,-,6,929,897,24,0,14,1864
Winchendon,-,1,424,541,30,2,2,999
Winchendon,-,2,544,652,25,1,8,1230
Winchendon,-,3,550,632,26,1,5,1214
Winchester,-,1,946,364,21,0,8,1339
Winchester,-,2,778,323,21,4,10,1136
Winchester,-,3,1092,318,34,1,23,1468
Winchester,-,4,921,454,27,3,22,1427
Winchester,-,5,821,472,20,1,12,1326
Winchester,-,6,817,491,22,3,17,1350
Winchester,-,7,935,418,25,4,26,1408
Winchester,-,8,586,338,14,1,12,951
Windsor,,,259,129,7,0,2,397
Winthrop,-,1,660,479,13,0,14,1166
Winthrop,-,2,693,491,18,0,19,1221
Winthrop,-,3,693,349,17,1,7,1067
Winthrop,-,4,574,326,10,0,7,917
Winthrop,-,5,750,474,18,0,18,1260
Winthrop,-,6,732,357,12,0,2,1103
Woburn,1,1,554,349,6,1,9,919
Woburn,1,2,637,346,15,1,10,1009
Woburn,1,2A,54,21,1,0,0,76
Woburn,2,1,681,463,19,3,14,1180
Woburn,2,2,608,270,15,0,14,907
Woburn,3,1,728,363,25,2,11,1129
Woburn,3,2,757,669,21,1,18,1466
Woburn,4,1,687,529,14,1,25,1256
Woburn,4,2,622,396,20,1,9,1048
Woburn,5,1,686,291,20,1,15,1013
Woburn,5,2,610,414,22,1,10,1057
Woburn,6,1,434,256,9,0,14,713
Woburn,6,2,641,482,16,2,8,1149
Woburn,7,1,756,649,16,2,21,1444
Woburn,7,2,818,614,15,1,17,1465
Worcester,1,1,511,167,9,2,10,699
Worcester,1,2,1020,540,28,0,16,1604
Worcester,1,3,577,266,15,1,11,870
Worcester,1,4,1062,337,28,5,18,1450
Worcester,1,5,587,351,15,2,6,961
Worcester,1,6,925,502,21,1,17,1466
Worcester,2,1,855,411,24,1,15,1306
Worcester,2,2,669,361,20,2,11,1063
Worcester,2,3,734,375,20,1,9,1139
Worcester,2,4,558,154,9,1,8,730
Worcester,2,5,351,115,10,0,10,486
Worcester,2,6,581,270,15,2,10,878
Worcester,3,1,246,94,2,0,4,346
Worcester,3,2,221,45,2,0,5,273
Worcester,3,3,538,307,14,0,8,867
Worcester,3,4,265,73,10,0,6,354
Worcester,3,5,511,197,14,1,12,735
Worcester,3,6,522,220,14,2,10,768
Worcester,4,1,204,57,6,2,4,273
Worcester,4,2,177,60,8,1,6,252
Worcester,4,2A,128,72,5,0,2,207
Worcester,4,3,270,68,7,3,3,351
Worcester,4,4,357,189,14,2,12,574
Worcester,4,5,585,252,13,0,13,863
Worcester,4,6,479,281,12,1,7,780
Worcester,5,1,298,91,15,1,4,409
Worcester,5,2,507,295,17,0,6,825
Worcester,5,3,703,458,21,0,16,1198
Worcester,5,4,631,353,18,2,10,1014
Worcester,5,5,567,355,22,1,12,957
Worcester,5,6,452,259,10,1,13,735
Worcester,6,1,184,55,3,1,2,245
Worcester,6,2,301,119,8,0,10,438
Worcester,6,3,253,106,7,0,3,369
Worcester,6,4,56,27,2,0,1,86
Worcester,6,5,353,178,16,0,6,553
Worcester,6,6,514,293,18,0,2,827
Worcester,7,1,625,237,19,0,13,894
Worcester,7,2,488,265,16,2,13,784
Worcester,7,3,345,152,10,0,8,515
Worcester,7,4,554,254,14,0,10,832
Worcester,7,5,362,266,19,1,9,657
Worcester,7,5A,138,61,6,0,4,209
Worcester,7,6,564,278,18,0,20,880
Worcester,8,1,248,76,9,0,6,339
Worcester,8,2,171,79,4,1,5,260
Worcester,8,3,122,25,1,0,2,150
Worcester,8,4,340,110,16,1,10,477
Worcester,8,5,250,120,8,0,4,382
Worcester,8,6,192,88,6,0,3,289
Worcester,9,1,539,153,13,1,7,713
Worcester,9,2,888,279,16,4,14,1201
Worcester,9,3,464,179,12,0,5,660
Worcester,9,4,921,404,21,0,17,1363
Worcester,9,5,1010,461,26,3,28,1528
Worcester,9,6,828,381,21,2,9,1241
Worcester,10,1,259,86,11,1,5,362
Worcester,10,2,371,93,8,2,7,481
Worcester,10,3,298,67,12,2,11,390
Worcester,10,4,238,92,8,1,3,342
Worcester,10,5,207,69,5,1,7,289
Worcester,10,6,210,49,3,0,2,264
Worthington,,,466,216,7,0,2,691
Wrentham,-,1,708,710,27,5,12,1462
Wrentham,-,2,792,730,31,9,17,1579
Wrentham,-,3,757,677,25,1,12,1472
Wrentham,-,4,714,742,34,2,6,1498
Yarmouth,-,1,1081,723,16,1,16,1837
Yarmouth,-,2,993,671,13,3,7,1687
Yarmouth,-,3,646,478,13,1,7,1145
Yarmouth,-,4,850,572,25,2,10,1459
Yarmouth,-,5,673,601,24,1,11,1310
Yarmouth,-,6,833,502,11,3,7,1356
Yarmouth,-,7,1147,767,15,0,12,1941
Yarmouth,-,8,619,441,18,0,7,1085
Yarmouth,-,8A,107,85,0,2,0,194
