City/Town,Ward,Pct,State Rep,State Senate,US House,Gov Council,Clinton_16,Trump_16,Obama_12,Romney_12,County
Mashpee,-,1,3rd Barnstable,Cape and Islands,9th Congressional,1st District,1128,824,961,833,Barnstable
Mashpee,-,2,3rd Barnstable,Cape and Islands,9th Congressional,1st District,804,720,736,782,Barnstable
Mashpee,-,3,3rd Barnstable,Cape and Islands,9th Congressional,1st District,710,640,737,672,Barnstable
Mashpee,-,4,3rd Barnstable,Cape and Islands,9th Congressional,1st District,890,674,847,616,Barnstable
Mashpee,-,5,3rd Barnstable,Cape and Islands,9th Congressional,1st District,916,981,854,1159,Barnstable
Agawam,-,1,3rd Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,631,827,850,665,Hampden
Agawam,-,2,3rd Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,850,1069,952,1042,Hampden
Agawam,-,3,3rd Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,770,921,890,821,Hampden
Agawam,-,4,3rd Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,700,724,856,751,Hampden
Agawam,-,5,3rd Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,861,998,1027,941,Hampden
Agawam,-,6,3rd Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,783,882,820,868,Hampden
Agawam,-,7,3rd Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,750,991,900,869,Hampden
Agawam,-,8,3rd Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,863,1009,993,913,Hampden
Granville,-,1,3rd Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,335,548,377,502,Hampden
Southwick,-,1,3rd Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,644,1150,685,1113,Hampden
Southwick,-,2,3rd Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,548,866,643,763,Hampden
Southwick,-,3,3rd Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,667,945,722,896,Hampden
Amherst,-,1,3rd Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,955,101,958,149,Hampshire
Amherst,-,2,3rd Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1409,143,1512,212,Hampshire
Amherst,-,3,3rd Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,908,125,1054,177,Hampshire
Amherst,-,4,3rd Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,910,162,1043,275,Hampshire
Amherst,-,5,3rd Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1023,95,1240,131,Hampshire
Amherst,-,6,3rd Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1464,134,1475,211,Hampshire
Amherst,-,7,3rd Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1440,131,1376,159,Hampshire
Amherst,-,8,3rd Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1644,124,1797,231,Hampshire
Amherst,-,9,3rd Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1382,79,1409,167,Hampshire
Amherst,-,10,3rd Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1222,154,934,199,Hampshire
Pelham,-,1,3rd Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,748,98,728,132,Hampshire
Bolton,-,1,3rd Middlesex,Worcester and Middlesex,3rd Congressional,7th District,1891,1036,1554,1463,Worcester
Hudson,-,1,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,896,570,899,592,Middlesex
Hudson,-,2,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,785,457,708,521,Middlesex
Hudson,-,3,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,827,658,845,745,Middlesex
Hudson,-,4,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,903,627,862,753,Middlesex
Hudson,-,5,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,1109,664,891,726,Middlesex
Hudson,-,6,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,728,400,680,410,Middlesex
Hudson,-,7,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,780,399,757,438,Middlesex
Maynard,-,1,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,982,446,854,544,Middlesex
Maynard,-,2,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,981,354,963,470,Middlesex
Maynard,-,3,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,981,434,927,515,Middlesex
Maynard,-,4,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,916,437,891,494,Middlesex
Stow,-,1,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,1391,686,1216,1020,Middlesex
Stow,-,2,3rd Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,1317,575,1138,815,Middlesex
Holbrook,-,2,3rd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,708,663,748,662,Norfolk
Holbrook,-,3,3rd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,720,613,722,655,Norfolk
Holbrook,-,4,3rd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,711,583,760,526,Norfolk
Holbrook,-,1,5th Norfolk,Norfolk and Plymouth,8th Congressional,4th District,773,526,794,560,Norfolk
Weymouth,-,5,3rd Norfolk,Plymouth and Norfolk,8th Congressional,4th District,843,495,806,526,Norfolk
Weymouth,-,6,3rd Norfolk,Plymouth and Norfolk,8th Congressional,4th District,960,692,916,747,Norfolk
Weymouth,-,9,3rd Norfolk,Plymouth and Norfolk,8th Congressional,4th District,921,758,896,782,Norfolk
Weymouth,-,12,3rd Norfolk,Plymouth and Norfolk,8th Congressional,4th District,869,733,888,807,Norfolk
Weymouth,-,16,3rd Norfolk,Plymouth and Norfolk,8th Congressional,4th District,917,858,911,869,Norfolk
Weymouth,-,1,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,848,640,870,650,Norfolk
Weymouth,-,2,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,931,747,924,794,Norfolk
Weymouth,-,3,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,850,829,875,838,Norfolk
Weymouth,-,4,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,837,695,804,750,Norfolk
Weymouth,-,7,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,834,619,778,665,Norfolk
Weymouth,-,8,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,870,618,881,597,Norfolk
Weymouth,-,10,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,684,493,751,485,Norfolk
Weymouth,-,11,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,797,691,848,678,Norfolk
Weymouth,-,13,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,782,429,736,443,Norfolk
Weymouth,-,14,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,776,533,757,536,Norfolk
Weymouth,-,15,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,904,716,885,796,Norfolk
Weymouth,-,17,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,733,499,760,537,Norfolk
Weymouth,-,18,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,1042,938,880,862,Norfolk
Cohasset,-,1,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1403,770,1098,1382,Norfolk
Cohasset,-,2,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1492,859,1152,1219,Norfolk
Hingham,-,1,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1327,776,1110,1003,Plymouth
Hingham,-,3,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1445,739,1164,1177,Plymouth
Hingham,-,4,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1363,768,1021,1301,Plymouth
Hingham,-,5,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,922,645,716,951,Plymouth
Hingham,-,5A,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,717,267,604,404,Plymouth
Hingham,-,6,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1300,814,1049,1200,Plymouth
Hingham,-,2,4th Norfolk,Plymouth and Norfolk,8th Congressional,4th District,1436,801,1139,1213,Plymouth
Hull,-,1,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1335,741,1282,793,Plymouth
Hull,-,2,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1058,756,1105,753,Plymouth
Hull,-,3,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1295,859,1197,872,Plymouth
Scituate,-,3,3rd Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1132,689,951,917,Plymouth
Scituate,-,1,4th Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1064,827,905,1020,Plymouth
Scituate,-,2,4th Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1054,764,841,1042,Plymouth
Scituate,-,4,4th Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1065,812,930,1031,Plymouth
Scituate,-,5,4th Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1119,653,984,882,Plymouth
Scituate,-,6,4th Plymouth,Plymouth and Norfolk,8th Congressional,4th District,1078,712,971,805,Plymouth
Fitchburg,1,A,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,619,314,658,349,Worcester
Fitchburg,1,B,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,677,452,693,432,Worcester
Fitchburg,2,A,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,607,262,583,246,Worcester
Fitchburg,2,B,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,742,609,812,599,Worcester
Fitchburg,3,A,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,961,832,963,918,Worcester
Fitchburg,3,B,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,772,543,733,526,Worcester
Fitchburg,4,A,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,490,288,415,295,Worcester
Fitchburg,4,B,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,699,276,652,261,Worcester
Fitchburg,5,A,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,849,842,854,867,Worcester
Fitchburg,5,B,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,619,232,624,206,Worcester
Fitchburg,6,A,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,854,626,880,596,Worcester
Fitchburg,6,B,3rd Worcester,Worcester and Middlesex,3rd Congressional,7th District,701,311,680,307,Worcester
Chatham,-,1,4th Barnstable,Cape and Islands,9th Congressional,1st District,2398,1796,2293,2280,Barnstable
Eastham,-,1,4th Barnstable,Cape and Islands,9th Congressional,1st District,2203,1199,2188,1446,Barnstable
Harwich,-,1,4th Barnstable,Cape and Islands,9th Congressional,1st District,1215,854,1165,942,Barnstable
Harwich,-,2,4th Barnstable,Cape and Islands,9th Congressional,1st District,1145,843,1121,929,Barnstable
Harwich,-,3,4th Barnstable,Cape and Islands,9th Congressional,1st District,1139,899,1080,970,Barnstable
Harwich,-,4,4th Barnstable,Cape and Islands,9th Congressional,1st District,1061,698,1049,781,Barnstable
Orleans,-,1,4th Barnstable,Cape and Islands,9th Congressional,1st District,2687,1511,2530,1943,Barnstable
Provincetown,-,1,4th Barnstable,Cape and Islands,9th Congressional,1st District,2082,208,2121,210,Barnstable
Truro,-,1,4th Barnstable,Cape and Islands,9th Congressional,1st District,1095,361,1043,399,Barnstable
Wellfleet,-,1,4th Barnstable,Cape and Islands,9th Congressional,1st District,1554,515,1569,619,Barnstable
Alford,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,226,52,233,64,Berkshire
Becket,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,571,368,686,259,Berkshire
Blandford,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,256,405,300,348,Hampden
Egremont,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,621,147,677,152,Berkshire
Great Barrington,-,A,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,752,155,789,157,Berkshire
Great Barrington,-,B,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,737,187,751,169,Berkshire
Great Barrington,-,C,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,567,89,599,93,Berkshire
Great Barrington,-,D,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,824,149,789,178,Berkshire
Lee,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,1969,852,2198,719,Berkshire
Lenox,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,2234,572,2318,675,Berkshire
Monterey,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,417,88,420,97,Berkshire
Mount Washington,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,76,19,83,19,Berkshire
New Marlborough,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,564,218,573,240,Berkshire
Otis,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,431,407,489,312,Berkshire
Richmond,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,706,218,702,228,Berkshire
Russell,-,1,4th Berkshire,2nd Hampden and Hampshire,1st Congressional,8th District,278,480,388,386,Hampden
Sandisfield,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,254,190,294,154,Berkshire
Sheffield,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,1242,530,1291,503,Berkshire
Stockbridge,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,965,252,945,226,Berkshire
Tolland,-,1,4th Berkshire,2nd Hampden and Hampshire,1st Congressional,8th District,101,190,110,155,Hampden
Tyringham,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,201,70,173,85,Berkshire
Washington,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,217,89,239,69,Berkshire
W. Stockbridge,-,1,4th Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,659,178,707,161,Berkshire
Rehoboth,-,1,4th Bristol,Bristol and Norfolk,4th Congressional,2nd District,879,1173,897,1074,Bristol
Rehoboth,-,2,4th Bristol,Bristol and Norfolk,4th Congressional,2nd District,918,1180,1013,1077,Bristol
Rehoboth,-,3,4th Bristol,Bristol and Norfolk,4th Congressional,2nd District,987,1221,1004,1096,Bristol
Seekonk,-,1,4th Bristol,Bristol and Norfolk,4th Congressional,2nd District,823,932,917,842,Bristol
Seekonk,-,2,4th Bristol,Bristol and Norfolk,4th Congressional,2nd District,1018,963,1020,953,Bristol
Seekonk,-,3,4th Bristol,Bristol and Norfolk,4th Congressional,2nd District,907,846,871,747,Bristol
Seekonk,-,4,4th Bristol,Bristol and Norfolk,4th Congressional,2nd District,915,831,980,848,Bristol
Swansea,-,4,4th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,763,905,907,685,Bristol
Swansea,-,5,4th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,734,910,840,691,Bristol
Swansea,-,1,5th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,793,945,873,722,Bristol
Swansea,-,2,5th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,841,791,945,610,Bristol
Swansea,-,3,5th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,797,800,951,569,Bristol
Hamilton,-,1,4th Essex,1st Essex and Middlesex,6th Congressional,5th District,958,583,828,785,Essex
Hamilton,-,2,4th Essex,1st Essex and Middlesex,6th Congressional,5th District,953,542,752,853,Essex
Hamilton,-,3,4th Essex,1st Essex and Middlesex,6th Congressional,5th District,720,351,609,585,Essex
Ipswich,-,1,4th Essex,1st Essex and Middlesex,6th Congressional,5th District,1337,605,1214,771,Essex
Ipswich,-,2,4th Essex,1st Essex and Middlesex,6th Congressional,5th District,1354,770,1318,936,Essex
Ipswich,-,3,4th Essex,1st Essex and Middlesex,6th Congressional,5th District,1029,867,885,1138,Essex
Ipswich,-,4,4th Essex,1st Essex and Middlesex,6th Congressional,5th District,1219,771,1047,913,Essex
Manchester-by-the-Sea,-,1,4th Essex,1st Essex and Middlesex,6th Congressional,5th District,2249,954,1926,1559,Essex
Rowley,-,1,4th Essex,1st Essex and Middlesex,6th Congressional,5th District,1679,1809,1596,1935,Essex
Topsfield,-,1,4th Essex,2nd Essex,6th Congressional,5th District,2100,1566,1801,2164,Essex
Wenham,-,1,4th Essex,1st Essex and Middlesex,6th Congressional,5th District,1368,774,1060,1266,Essex
Westfield,1,A,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,786,961,839,822,Hampden
Westfield,1,B,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,667,868,827,675,Hampden
Westfield,2,A,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,531,343,601,277,Hampden
Westfield,2,B,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,655,616,751,526,Hampden
Westfield,3,A,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,512,351,540,295,Hampden
Westfield,3,B,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,700,681,877,653,Hampden
Westfield,4,A,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,595,442,660,385,Hampden
Westfield,4,B,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,893,1022,994,1013,Hampden
Westfield,5,A,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,830,1035,933,997,Hampden
Westfield,5,B,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,753,1076,798,1091,Hampden
Westfield,6,A,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,670,942,803,837,Hampden
Westfield,6,B,4th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,633,684,658,647,Hampden
Marshfield,-,1,4th Plymouth,Plymouth and Norfolk,9th Congressional,4th District,1083,1070,1102,1027,Plymouth
Marshfield,-,2,4th Plymouth,Plymouth and Norfolk,9th Congressional,4th District,1034,1083,1063,1215,Plymouth
Marshfield,-,3,4th Plymouth,Plymouth and Norfolk,9th Congressional,4th District,1036,957,1093,1017,Plymouth
Marshfield,-,4,4th Plymouth,Plymouth and Norfolk,9th Congressional,4th District,1041,936,952,1068,Plymouth
Marshfield,-,5,4th Plymouth,Plymouth and Norfolk,9th Congressional,4th District,921,933,857,989,Plymouth
Marshfield,-,6,4th Plymouth,Plymouth and Norfolk,9th Congressional,4th District,1118,1145,1066,1292,Plymouth
Marshfield,-,7,4th Plymouth,Plymouth and Norfolk,9th Congressional,4th District,1110,1091,913,1266,Plymouth
Leominster,1,A,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,734,714,703,824,Worcester
Leominster,1,B,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,709,642,758,721,Worcester
Leominster,1,C,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,642,446,590,462,Worcester
Leominster,2,A,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,603,315,570,305,Worcester
Leominster,2,B,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,629,535,671,492,Worcester
Leominster,2,C,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,423,315,451,268,Worcester
Leominster,3,A,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,564,402,592,397,Worcester
Leominster,3,B,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,743,644,682,729,Worcester
Leominster,3,C,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,831,760,769,754,Worcester
Leominster,4,A,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,726,756,726,849,Worcester
Leominster,4,B,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,690,714,650,790,Worcester
Leominster,4,C,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,551,462,577,424,Worcester
Leominster,5,A,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,629,501,651,482,Worcester
Leominster,5,B,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,786,621,791,677,Worcester
Leominster,5,C,4th Worcester,Worcester and Middlesex,2nd Congressional,7th District,580,372,611,378,Worcester
Sandwich,-,1,5th Barnstable,Plymouth and Barnstable,9th Congressional,1st District,1247,988,1242,1043,Barnstable
Sandwich,-,2,5th Barnstable,Plymouth and Barnstable,9th Congressional,1st District,1160,990,1078,1186,Barnstable
Sandwich,-,3,5th Barnstable,Plymouth and Barnstable,9th Congressional,1st District,967,937,928,1084,Barnstable
Sandwich,-,4,5th Barnstable,Plymouth and Barnstable,9th Congressional,1st District,946,1011,956,1074,Barnstable
Sandwich,-,5,5th Barnstable,Plymouth and Barnstable,9th Congressional,1st District,899,936,874,1051,Barnstable
Sandwich,-,6,5th Barnstable,Plymouth and Barnstable,9th Congressional,1st District,798,984,767,1073,Barnstable
Dighton,-,1,5th Bristol,1st Plymouth and Bristol,4th Congressional,1st District,776,1044,868,928,Bristol
Dighton,-,2,5th Bristol,1st Plymouth and Bristol,4th Congressional,1st District,826,1105,875,915,Bristol
Somerset,-,1,5th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,993,958,1251,782,Bristol
Somerset,-,2,5th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,1070,972,1281,849,Bristol
Somerset,-,3,5th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,1076,912,1302,733,Bristol
Somerset,-,4,5th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,903,855,1184,665,Bristol
Somerset,-,5,5th Bristol,1st Bristol and Plymouth,4th Congressional,1st District,859,869,1116,668,Bristol
Essex,-,1,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,1272,758,1163,966,Essex
Gloucester,1,1,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,1197,541,1140,669,Essex
Gloucester,1,2,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,919,545,948,536,Essex
Gloucester,2,1,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,762,423,770,371,Essex
Gloucester,2,2,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,788,342,835,311,Essex
Gloucester,3,1,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,815,479,880,399,Essex
Gloucester,3,2,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,853,515,862,484,Essex
Gloucester,4,1,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,976,605,998,623,Essex
Gloucester,4,2,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,1301,521,1292,624,Essex
Gloucester,5,1,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,1141,669,1038,759,Essex
Gloucester,5,2,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,1056,715,1017,759,Essex
Rockport,-,1,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,773,338,806,409,Essex
Rockport,-,2,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,1103,464,994,542,Essex
Rockport,-,3,5th Essex,1st Essex and Middlesex,6th Congressional,5th District,1246,569,1182,720,Essex
Holyoke,1,A,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,815,58,879,36,Hampden
Holyoke,1,B,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,787,99,803,80,Hampden
Holyoke,2,A,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,696,121,780,124,Hampden
Holyoke,2,B,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,702,72,684,45,Hampden
Holyoke,3,A,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,867,284,1055,213,Hampden
Holyoke,3,B,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,837,497,974,447,Hampden
Holyoke,4,A,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,639,93,665,68,Hampden
Holyoke,4,B,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,822,174,845,148,Hampden
Holyoke,5,A,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,925,748,1034,734,Hampden
Holyoke,5,B,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,873,384,958,312,Hampden
Holyoke,6,A,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,841,256,897,241,Hampden
Holyoke,6,B,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,854,320,949,260,Hampden
Holyoke,7,A,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,981,558,954,588,Hampden
Holyoke,7,B,5th Hampden,2nd Hampden and Hampshire,1st Congressional,8th District,1017,358,1059,360,Hampden
Millis,-,2,5th Middlesex,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,882,615,815,720,Norfolk
Millis,-,3,5th Middlesex,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,874,639,800,775,Norfolk
Millis,-,1,9th Norfolk,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,864,636,806,738,Norfolk
Natick,-,1,5th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,974,260,940,381,Middlesex
Natick,-,2,5th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,1459,525,1126,692,Middlesex
Natick,-,3,5th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,1324,556,1218,732,Middlesex
Natick,-,4,5th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,1229,441,1121,576,Middlesex
Natick,-,5,5th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,1258,581,1149,816,Middlesex
Natick,-,6,5th Middlesex,"Norfolk, Bristol and Middlesex",5th Congressional,2nd District,1246,532,1145,719,Middlesex
Natick,-,7,5th Middlesex,"Norfolk, Bristol and Middlesex",5th Congressional,2nd District,1478,457,1251,640,Middlesex
Natick,-,8,5th Middlesex,2nd Middlesex and Norfolk,5th Congressional,2nd District,1407,497,1197,612,Middlesex
Natick,-,9,5th Middlesex,"Norfolk, Bristol and Middlesex",5th Congressional,2nd District,1403,446,1248,677,Middlesex
Natick,-,10,5th Middlesex,"Norfolk, Bristol and Middlesex",5th Congressional,2nd District,1642,575,1290,947,Middlesex
Sherborn,-,1,5th Middlesex,"Norfolk, Bristol and Middlesex",5th Congressional,2nd District,1766,617,1452,1182,Middlesex
Braintree,-,1A,5th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,836,781,834,830,Norfolk
Braintree,-,1B,5th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,827,663,726,730,Norfolk
Braintree,-,2A,5th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,912,765,872,849,Norfolk
Braintree,-,2B,5th Norfolk,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,871,772,866,860,Norfolk
Braintree,-,3A,5th Norfolk,Norfolk and Plymouth,8th Congressional,4th District,831,594,858,577,Norfolk
Braintree,-,3B,5th Norfolk,Norfolk and Plymouth,8th Congressional,4th District,857,655,895,677,Norfolk
Braintree,-,4A,5th Norfolk,Norfolk and Plymouth,8th Congressional,4th District,773,594,777,634,Norfolk
Braintree,-,4B,5th Norfolk,Norfolk and Plymouth,8th Congressional,4th District,882,506,779,588,Norfolk
